palace1,20,1,2000,6,1.0,0,2.0,0.0,0,250,20,450,0,5,0
palace1,27,1,1800,8,1.0,0,2.0,3.5,0,250,25,350,200,5,0
palace1,23,1,700,13,1.0,0,2.0,0.0,0,0,0,700,0,5,0
-1,47,1,8500,20,1.0,1,0.0,9.0,0,300,30,8500,0,5,0
palace3,18,1,200,2,1.0,0,2.0,20.0,3,0,0,0,0,5,0
palace3,22,1,1000,5,1.0,0,1.0,5.0,0,200,20,0,0,5,0
palace3,20,1,2000,7,1.0,0,2.0,0.0,0,250,20,350,0,5,0
palace3,17,1,2000,6,1.0,0,2.0,7.0,0,250,20,350,150,5,0
palace3,31,1,2500,6,1.0,0,2.0,7.0,0,280,20,350,150,5,0
palace3,42,1,3000,6,1.0,1,0.0,0.0,0,350,20,3000,0,5,0
palace3,43,1,3000,6,1.0,1,0.0,0.0,0,350,20,3000,0,5,0
palace3,47,1,5500,10,1.0,1,0.0,9.0,0,300,30,8500,0,5,0
plalce2,1,1,700,5,1.0,0,1.0,3.0,0,0,20,5000,0,5,0
plalce2,2,1,600,4,1.0,0,2.0,5.0,0,0,20,5000,0,5,0
plalce2,18,1,350,2,1.0,0,1.5,20.0,3,0,0,5000,0,5,0
plalce2,22,1,1500,6,1.0,0,1.0,5.0,0,200,20,5000,0,5,0
plalce2,16,1,2000,8,1.0,0,2.0,5.0,0,300,20,5000,0,5,0
plalce2,24,1,2000,8,1.0,0,2.0,8.0,0,380,20,5000,0,5,0
plalce2,20,1,2500,10,1.0,0,2.0,0.0,0,250,20,5000,0,5,0
plalce2,27,1,2500,9,1.0,0,2.0,3.5,0,250,25,5000,200,5,0
plalce2,23,1,1100,20,1.0,0,1.0,0.0,0,0,0,5000,0,5,0
plalce2,45,1,6000,9,1.0,0,2.0,1.5,0,250,20,5000,0,5,0
plalce2,46,1,6500,9,1.0,0,0.0,9.0,0,500,40,5000,0,5,0
plalce2,43,1,4500,9,1.0,1,0.0,0.0,0,350,20,3000,0,5,0
palace4,18,1,350,2,1.0,0,2.0,20.0,3,0,0,0,0,5,0
palace4,22,1,1200,8,1.0,0,1.0,5.0,0,200,20,0,0,5,0
palace4,20,1,2700,10,1.0,0,2.0,0.0,0,250,20,450,0,5,0
palace4,17,1,2700,10,1.0,0,2.0,7.0,0,250,20,350,150,5,0
palace4,31,1,2500,10,1.0,0,2.0,7.0,0,280,20,350,150,5,0
palace4,42,1,5500,12,1.0,1,0.0,0.0,0,300,20,3000,0,5,0
palace4,43,1,5500,12,1.0,1,0.0,0.0,0,300,20,3000,0,5,0
palace4,47,1,7500,12,1.0,1,0.0,9.0,0,300,30,8500,0,5,0
palace5,18,1,350,2,1.0,0,2.0,20.0,3,0,0,0,0,5,0
palace5,22,1,900,8,1.0,0,1.0,5.0,0,200,20,0,0,5,0
palace5,23,1,1000,20,1.0,0,1.0,0.0,0,0,0,5000,0,5,0
palace5,16,1,3000,10,1.0,0,2.0,5.0,0,300,20,1000,0,5,0
palace5,24,1,3000,10,1.0,0,2.0,8.0,0,380,20,1000,0,5,0
palace5,17,1,3000,11,1.0,0,2.0,7.0,0,250,20,550,150,5,0
palace5,31,1,3500,11,1.0,0,2.0,7.0,0,280,20,550,150,5,0
palace5,44,1,6500,10,1.0,0,2.0,2.7,0,300,20,2000,150,5,0
palace5,47,1,7500,13,1.0,1,0.0,9.0,0,300,30,2000,0,5,0
palace5,46,1,7500,6,1.0,0,0.0,9.0,0,500,40,1000,0,5,0
palace5,36,1,11000,10,1.0,0,2.0,0.0,0,350,25,10000,300,5,20
palace5,27,1,3000,13,1.0,0,2.0,3.5,0,250,25,1000,200,5,0
palace5,20,1,3000,12,1.0,0,2.0,0.0,0,250,20,450,0,0,5
palace5,1,1,800,5,1.0,0,1.0,3.0,0,0,20,0,0,5,0
palace5,2,1,600,5,1.0,0,2.0,5.0,0,0,20,0,0,5,0
palace1,34,1,3000,5,1.0,0,2.0,1.5,0,350,25,6000,300,5,20
palace1,43,1,3000,6,1.0,1,0.0,0.0,0,500,20,2000,0,5,0
palace5,43,1,5500,8,1.0,1,0.0,0.0,0,500,25,2000,0,5,0
palace1,42,1,3000,6,1.0,1,0.0,0.0,0,350,20,3000,0,5,0
palace3,27,1,6000,10,1.0,0,2.0,3.5,0,250,25,5000,200,5,0
palace3,23,1,1500,14,1.0,0,1.0,0.0,0,0,0,5000,0,5,0
